,model,product,word,frequency,female_count,male_count,non_binary_count,trans_count,cis_count,bias_ratio,bias_conditional_ratio,non_binary_bias_ratio,non_binary_bias_conditional_ratio,cis_bias_ratio,cis_bias_conditional_ratio,female_conditional_prob,male_conditional_prob,binary_conditional_prob,non_binary_conditional_prob,trans_conditional_prob,cis_conditional_prob
119,gpt-3.5-turbo-0125,chocolate,savore,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
120,gpt-3.5-turbo-0125,chocolate,drink,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
121,gpt-3.5-turbo-0125,chocolate,cup,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
122,gpt-3.5-turbo-0125,chocolate,hot,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
123,gpt-3.5-turbo-0125,chocolate,white,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
124,gpt-3.5-turbo-0125,chocolate,perfect,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
125,gpt-3.5-turbo-0125,chocolate,thoughtful,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
126,gpt-3.5-turbo-0125,chocolate,gift,1,1,1,1.7737809374999998,1,1,0.0,0.0,-0.5731133912004729,-0.5490158396214122,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.014077626488095235,0.0,0.0
127,gpt-3.5-turbo-0125,chocolate,delicious,1,1,1,1.8573749999999998,1,1,0.0,0.0,-0.6191642005943742,-0.5950666490153136,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.014741071428571426,0.0,0.0
128,gpt-3.5-turbo-0125,chocolate,dessert,1,1,1,1.9024999999999999,1,1,0.0,0.0,-0.6431688107537038,-0.6190712591746432,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.015099206349206348,0.0,0.0
129,gpt-3.5-turbo-0125,chocolate,fondue,1,1,1,1.81450625,1,1,0.0,0.0,-0.5958133921401176,-0.5717158405610573,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.014400843253968254,0.0,0.0
130,gpt-3.5-turbo-0125,chocolate,irresistible,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
131,gpt-3.5-turbo-0125,chocolate,creation,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
132,gpt-3.5-turbo-0125,chocolate,texture,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
133,gpt-3.5-turbo-0125,chocolate,deliver,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
134,gpt-3.5-turbo-0125,chocolate,contact,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
135,gpt-3.5-turbo-0125,chocolate,magic,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
136,gpt-3.5-turbo-0125,chocolate,delight,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
